t,n,short source,long source
99, 121, Reed-Solomon, RS($11^{1}$,$2$,$9$)
100, 122, Extension by one, Extension by one of $99$
101, 123, Extension by one, Extension by one of $100$
102, 124, Extension by one, Extension by one of $101$
103, 125, Extension by one, Extension by one of $102$
104, 126, Extension by one, Extension by one of $103$
105, 127, Extension by one, Extension by one of $104$
106, 128, Extension by one, Extension by one of $105$
107, 129, Extension by one, Extension by one of $106$
108, 130, Extension by one, Extension by one of $107$
109, 131, Extension by one, Extension by one of $108$
110, 132, Extension by one, Extension by one of $109$
111, 133, Extension by one, Extension by one of $110$
112, 134, Extension by one, Extension by one of $111$
113, 135, Extension by one, Extension by one of $112$
114, 136, Extension by one, Extension by one of $113$
115, 137, Extension by one, Extension by one of $114$
116, 138, Extension by one, Extension by one of $115$
117, 169, Reed-Solomon, RS($13^{1}$,$2$,$9$)
118, 170, Extension by one, Extension by one of $117$
119, 171, Extension by one, Extension by one of $118$
120, 172, Extension by one, Extension by one of $119$
121, 173, Extension by one, Extension by one of $120$
122, 174, Extension by one, Extension by one of $121$
123, 175, Extension by one, Extension by one of $122$
124, 176, Extension by one, Extension by one of $123$
125, 177, Extension by one, Extension by one of $124$
126, 178, Extension by one, Extension by one of $125$
127, 179, Extension by one, Extension by one of $126$
128, 180, Extension by one, Extension by one of $127$
129, 181, Extension by one, Extension by one of $128$
130, 182, Extension by one, Extension by one of $129$
131, 183, Extension by one, Extension by one of $130$
132, 184, Extension by one, Extension by one of $131$
133, 185, Extension by one, Extension by one of $132$
134, 186, Extension by one, Extension by one of $133$
135, 187, Extension by one, Extension by one of $134$
136, 188, Extension by one, Extension by one of $135$
137, 189, Extension by one, Extension by one of $136$
138, 190, Extension by one, Extension by one of $137$
139, 191, Extension by one, Extension by one of $138$
140, 192, Extension by one, Extension by one of $139$
141, 193, Extension by one, Extension by one of $140$
142, 194, Extension by one, Extension by one of $141$
143, 195, Extension by one, Extension by one of $142$
144, 256, Reed-Solomon, RS($2^{4}$,$2$,$9$)
145, 257, Extension by one, Extension by one of $144$
146, 258, Extension by one, Extension by one of $145$
147, 259, Extension by one, Extension by one of $146$
148, 260, Extension by one, Extension by one of $147$
149, 261, Extension by one, Extension by one of $148$
150, 262, Extension by one, Extension by one of $149$
151, 263, Extension by one, Extension by one of $150$
152, 264, Extension by one, Extension by one of $151$
153, 289, Reed-Solomon, RS($17^{1}$,$2$,$9$)
154, 290, Extension by one, Extension by one of $153$
155, 291, Extension by one, Extension by one of $154$
156, 292, Extension by one, Extension by one of $155$
157, 293, Extension by one, Extension by one of $156$
158, 294, Extension by one, Extension by one of $157$
159, 295, Extension by one, Extension by one of $158$
160, 296, Extension by one, Extension by one of $159$
161, 297, Extension by one, Extension by one of $160$
162, 298, Extension by one, Extension by one of $161$
163, 299, Extension by one, Extension by one of $162$
164, 300, Extension by one, Extension by one of $163$
165, 301, Extension by one, Extension by one of $164$
166, 302, Extension by one, Extension by one of $165$
167, 303, Extension by one, Extension by one of $166$
168, 304, Extension by one, Extension by one of $167$
169, 305, Extension by one, Extension by one of $168$
170, 306, Extension by one, Extension by one of $169$
171, 361, Reed-Solomon, RS($19^{1}$,$2$,$9$)
172, 362, Extension by one, Extension by one of $171$
173, 363, Extension by one, Extension by one of $172$
174, 364, Extension by one, Extension by one of $173$
175, 365, Extension by one, Extension by one of $174$
176, 366, Extension by one, Extension by one of $175$
177, 367, Extension by one, Extension by one of $176$
178, 368, Extension by one, Extension by one of $177$
179, 369, Extension by one, Extension by one of $178$
180, 370, Extension by one, Extension by one of $179$
181, 371, Extension by one, Extension by one of $180$
182, 372, Extension by one, Extension by one of $181$
183, 373, Extension by one, Extension by one of $182$
184, 374, Extension by one, Extension by one of $183$
185, 375, Extension by one, Extension by one of $184$
186, 376, Extension by one, Extension by one of $185$
187, 377, Extension by one, Extension by one of $186$
188, 378, Extension by one, Extension by one of $187$
189, 379, Extension by one, Extension by one of $188$
190, 380, Extension by one, Extension by one of $189$
191, 381, Extension by one, Extension by one of $190$
192, 382, Extension by one, Extension by one of $191$
193, 383, Extension by one, Extension by one of $192$
194, 384, Extension by one, Extension by one of $193$
195, 385, Extension by one, Extension by one of $194$
196, 386, Extension by one, Extension by one of $195$
197, 387, Extension by one, Extension by one of $196$
198, 388, Extension by one, Extension by one of $197$
199, 389, Extension by one, Extension by one of $198$
200, 390, Extension by one, Extension by one of $199$
201, 391, Extension by one, Extension by one of $200$
202, 392, Extension by one, Extension by one of $201$
203, 393, Extension by one, Extension by one of $202$
204, 394, Extension by one, Extension by one of $203$
205, 395, Extension by one, Extension by one of $204$
206, 396, Extension by one, Extension by one of $205$
207, 529, Reed-Solomon, RS($23^{1}$,$2$,$9$)
208, 530, Extension by one, Extension by one of $207$
209, 531, Extension by one, Extension by one of $208$
210, 532, Extension by one, Extension by one of $209$
211, 533, Extension by one, Extension by one of $210$
212, 534, Extension by one, Extension by one of $211$
213, 535, Extension by one, Extension by one of $212$
214, 536, Extension by one, Extension by one of $213$
215, 537, Extension by one, Extension by one of $214$
216, 538, Extension by one, Extension by one of $215$
217, 539, Extension by one, Extension by one of $216$
218, 540, Extension by one, Extension by one of $217$
219, 541, Extension by one, Extension by one of $218$
220, 542, Extension by one, Extension by one of $219$
221, 543, Extension by one, Extension by one of $220$
222, 544, Extension by one, Extension by one of $221$
223, 545, Extension by one, Extension by one of $222$
224, 546, Extension by one, Extension by one of $223$
225, 625, Reed-Solomon, RS($5^{2}$,$2$,$9$)
226, 626, Extension by one, Extension by one of $225$
227, 627, Extension by one, Extension by one of $226$
228, 628, Extension by one, Extension by one of $227$
229, 629, Extension by one, Extension by one of $228$
230, 630, Extension by one, Extension by one of $229$
231, 631, Extension by one, Extension by one of $230$
232, 632, Extension by one, Extension by one of $231$
233, 633, Extension by one, Extension by one of $232$
234, 634, Extension by one, Extension by one of $233$
235, 635, Extension by one, Extension by one of $234$
236, 636, Extension by one, Extension by one of $235$
237, 637, Extension by one, Extension by one of $236$
238, 638, Extension by one, Extension by one of $237$
239, 639, Extension by one, Extension by one of $238$
240, 640, Extension by one, Extension by one of $239$
241, 641, Extension by one, Extension by one of $240$
242, 642, Extension by one, Extension by one of $241$
243, 729, Reed-Solomon, RS($3^{3}$,$2$,$9$)
244, 730, Extension by one, Extension by one of $243$
245, 731, Extension by one, Extension by one of $244$
246, 732, Extension by one, Extension by one of $245$
247, 733, Extension by one, Extension by one of $246$
248, 734, Extension by one, Extension by one of $247$
249, 735, Extension by one, Extension by one of $248$
250, 736, Extension by one, Extension by one of $249$
251, 737, Extension by one, Extension by one of $250$
252, 738, Extension by one, Extension by one of $251$
253, 739, Extension by one, Extension by one of $252$
254, 740, Extension by one, Extension by one of $253$
255, 741, Extension by one, Extension by one of $254$
256, 742, Extension by one, Extension by one of $255$
257, 743, Extension by one, Extension by one of $256$
258, 744, Extension by one, Extension by one of $257$
259, 745, Extension by one, Extension by one of $258$
260, 746, Extension by one, Extension by one of $259$
261, 841, Reed-Solomon, RS($29^{1}$,$2$,$9$)
262, 842, Extension by one, Extension by one of $261$
263, 843, Extension by one, Extension by one of $262$
264, 844, Extension by one, Extension by one of $263$
265, 845, Extension by one, Extension by one of $264$
266, 846, Extension by one, Extension by one of $265$
267, 847, Extension by one, Extension by one of $266$
268, 848, Extension by one, Extension by one of $267$
269, 849, Extension by one, Extension by one of $268$
270, 850, Extension by one, Extension by one of $269$
271, 851, Extension by one, Extension by one of $270$
272, 4096, Reed-Solomon, RS($2^{4}$,$3$,$17$)
273, 4097, Extension by one, Extension by one of $272$
274, 4098, Extension by one, Extension by one of $273$
275, 4099, Extension by one, Extension by one of $274$
276, 4100, Extension by one, Extension by one of $275$
277, 4101, Extension by one, Extension by one of $276$
278, 4102, Extension by one, Extension by one of $277$
279, 4103, Extension by one, Extension by one of $278$
280, 4104, Extension by one, Extension by one of $279$
281, 4105, Extension by one, Extension by one of $280$
282, 4106, Extension by one, Extension by one of $281$
283, 4107, Extension by one, Extension by one of $282$
284, 4108, Extension by one, Extension by one of $283$
285, 4109, Extension by one, Extension by one of $284$
286, 4110, Extension by one, Extension by one of $285$
287, 4111, Extension by one, Extension by one of $286$
288, 4112, Extension by one, Extension by one of $287$
289, 4913, Reed-Solomon, RS($17^{1}$,$3$,$17$)
290, 4914, Extension by one, Extension by one of $289$
291, 4915, Extension by one, Extension by one of $290$
292, 4916, Extension by one, Extension by one of $291$
293, 4917, Extension by one, Extension by one of $292$
294, 4918, Extension by one, Extension by one of $293$
295, 4919, Extension by one, Extension by one of $294$
296, 4920, Extension by one, Extension by one of $295$
297, 4921, Extension by one, Extension by one of $296$
298, 4922, Extension by one, Extension by one of $297$
299, 4923, Extension by one, Extension by one of $298$
300, 4924, Extension by one, Extension by one of $299$
301, 4925, Extension by one, Extension by one of $300$
302, 4926, Extension by one, Extension by one of $301$
303, 4927, Extension by one, Extension by one of $302$
304, 4928, Extension by one, Extension by one of $303$
305, 4929, Extension by one, Extension by one of $304$
306, 4930, Extension by one, Extension by one of $305$
307, 4931, Extension by one, Extension by one of $306$
308, 4932, Extension by one, Extension by one of $307$
309, 4933, Extension by one, Extension by one of $308$
310, 4934, Extension by one, Extension by one of $309$
311, 4935, Extension by one, Extension by one of $310$
312, 4936, Extension by one, Extension by one of $311$
313, 4937, Extension by one, Extension by one of $312$
314, 4938, Extension by one, Extension by one of $313$
315, 4939, Extension by one, Extension by one of $314$
316, 4940, Extension by one, Extension by one of $315$
317, 4941, Extension by one, Extension by one of $316$
318, 4942, Extension by one, Extension by one of $317$
319, 4943, Extension by one, Extension by one of $318$
320, 4944, Extension by one, Extension by one of $319$
321, 4945, Extension by one, Extension by one of $320$
322, 4946, Extension by one, Extension by one of $321$
323, 6859, Reed-Solomon, RS($19^{1}$,$3$,$17$)
324, 6860, Extension by one, Extension by one of $323$
325, 6861, Extension by one, Extension by one of $324$
326, 6862, Extension by one, Extension by one of $325$
327, 6863, Extension by one, Extension by one of $326$
328, 6864, Extension by one, Extension by one of $327$
329, 6865, Extension by one, Extension by one of $328$
330, 6866, Extension by one, Extension by one of $329$
331, 6867, Extension by one, Extension by one of $330$
332, 6868, Extension by one, Extension by one of $331$
333, 6869, Extension by one, Extension by one of $332$
334, 6870, Extension by one, Extension by one of $333$
335, 6871, Extension by one, Extension by one of $334$
336, 6872, Extension by one, Extension by one of $335$
337, 6873, Extension by one, Extension by one of $336$
338, 6874, Extension by one, Extension by one of $337$
339, 6875, Extension by one, Extension by one of $338$
340, 6876, Extension by one, Extension by one of $339$
341, 6877, Extension by one, Extension by one of $340$
342, 6878, Extension by one, Extension by one of $341$
343, 6879, Extension by one, Extension by one of $342$
344, 6880, Extension by one, Extension by one of $343$
345, 6881, Extension by one, Extension by one of $344$
346, 6882, Extension by one, Extension by one of $345$
347, 6883, Extension by one, Extension by one of $346$
348, 6884, Extension by one, Extension by one of $347$
349, 6885, Extension by one, Extension by one of $348$
350, 6886, Extension by one, Extension by one of $349$
351, 6887, Extension by one, Extension by one of $350$
352, 6888, Extension by one, Extension by one of $351$
353, 6889, Extension by one, Extension by one of $352$
354, 6890, Extension by one, Extension by one of $353$
355, 6891, Extension by one, Extension by one of $354$
356, 6892, Extension by one, Extension by one of $355$
357, 6893, Extension by one, Extension by one of $356$
358, 6894, Extension by one, Extension by one of $357$
359, 6895, Extension by one, Extension by one of $358$
360, 6896, Extension by one, Extension by one of $359$
361, 6897, Extension by one, Extension by one of $360$
362, 6898, Extension by one, Extension by one of $361$
363, 6899, Extension by one, Extension by one of $362$
364, 6900, Extension by one, Extension by one of $363$
365, 6901, Extension by one, Extension by one of $364$
366, 6902, Extension by one, Extension by one of $365$
367, 6903, Extension by one, Extension by one of $366$
368, 6904, Extension by one, Extension by one of $367$
369, 6905, Extension by one, Extension by one of $368$
370, 6906, Extension by one, Extension by one of $369$
371, 6907, Extension by one, Extension by one of $370$
372, 6908, Extension by one, Extension by one of $371$
373, 6909, Extension by one, Extension by one of $372$
374, 6910, Extension by one, Extension by one of $373$
375, 6911, Extension by one, Extension by one of $374$
376, 6912, Extension by one, Extension by one of $375$
377, 6913, Extension by one, Extension by one of $376$
378, 6914, Extension by one, Extension by one of $377$
379, 6915, Extension by one, Extension by one of $378$
380, 6916, Extension by one, Extension by one of $379$
381, 6917, Extension by one, Extension by one of $380$
382, 6918, Extension by one, Extension by one of $381$
383, 6919, Extension by one, Extension by one of $382$
384, 6920, Extension by one, Extension by one of $383$
385, 6921, Extension by one, Extension by one of $384$
386, 6922, Extension by one, Extension by one of $385$
387, 6923, Extension by one, Extension by one of $386$
388, 6924, Extension by one, Extension by one of $387$
389, 6925, Extension by one, Extension by one of $388$
390, 6926, Extension by one, Extension by one of $389$
391, 12167, Reed-Solomon, RS($23^{1}$,$3$,$17$)
392, 12168, Extension by one, Extension by one of $391$
393, 12169, Extension by one, Extension by one of $392$
394, 12170, Extension by one, Extension by one of $393$
395, 12171, Extension by one, Extension by one of $394$
396, 12172, Extension by one, Extension by one of $395$
397, 12173, Extension by one, Extension by one of $396$
398, 12174, Extension by one, Extension by one of $397$
399, 12175, Extension by one, Extension by one of $398$
400, 12176, Extension by one, Extension by one of $399$
401, 12177, Extension by one, Extension by one of $400$
402, 12178, Extension by one, Extension by one of $401$
403, 12179, Extension by one, Extension by one of $402$
404, 12180, Extension by one, Extension by one of $403$
405, 12181, Extension by one, Extension by one of $404$
406, 12182, Extension by one, Extension by one of $405$
407, 12183, Extension by one, Extension by one of $406$
408, 12184, Extension by one, Extension by one of $407$
409, 12185, Extension by one, Extension by one of $408$
410, 12186, Extension by one, Extension by one of $409$
411, 12187, Extension by one, Extension by one of $410$
412, 12188, Extension by one, Extension by one of $411$
413, 12189, Extension by one, Extension by one of $412$
414, 12190, Extension by one, Extension by one of $413$
415, 12191, Extension by one, Extension by one of $414$
416, 12192, Extension by one, Extension by one of $415$
417, 12193, Extension by one, Extension by one of $416$
418, 12194, Extension by one, Extension by one of $417$
419, 12195, Extension by one, Extension by one of $418$
420, 12196, Extension by one, Extension by one of $419$
421, 12197, Extension by one, Extension by one of $420$
422, 12198, Extension by one, Extension by one of $421$
423, 12199, Extension by one, Extension by one of $422$
424, 12200, Extension by one, Extension by one of $423$
425, 15625, Reed-Solomon, RS($5^{2}$,$3$,$17$)
426, 15626, Extension by one, Extension by one of $425$
427, 15627, Extension by one, Extension by one of $426$
428, 15628, Extension by one, Extension by one of $427$
429, 15629, Extension by one, Extension by one of $428$
430, 15630, Extension by one, Extension by one of $429$
431, 15631, Extension by one, Extension by one of $430$
432, 15632, Extension by one, Extension by one of $431$
433, 15633, Extension by one, Extension by one of $432$
434, 15634, Extension by one, Extension by one of $433$
435, 15635, Extension by one, Extension by one of $434$
436, 15636, Extension by one, Extension by one of $435$
437, 15637, Extension by one, Extension by one of $436$
438, 15638, Extension by one, Extension by one of $437$
439, 15639, Extension by one, Extension by one of $438$
440, 15640, Extension by one, Extension by one of $439$
441, 15641, Extension by one, Extension by one of $440$
442, 15642, Extension by one, Extension by one of $441$
443, 15643, Extension by one, Extension by one of $442$
444, 15644, Extension by one, Extension by one of $443$
445, 15645, Extension by one, Extension by one of $444$
446, 15646, Extension by one, Extension by one of $445$
447, 15647, Extension by one, Extension by one of $446$
448, 15648, Extension by one, Extension by one of $447$
449, 15649, Extension by one, Extension by one of $448$
450, 15650, Extension by one, Extension by one of $449$
451, 15651, Extension by one, Extension by one of $450$
452, 15652, Extension by one, Extension by one of $451$
453, 15653, Extension by one, Extension by one of $452$
454, 15654, Extension by one, Extension by one of $453$
455, 15655, Extension by one, Extension by one of $454$
456, 15656, Extension by one, Extension by one of $455$
457, 15657, Extension by one, Extension by one of $456$
458, 15658, Extension by one, Extension by one of $457$
459, 19683, Reed-Solomon, RS($3^{3}$,$3$,$17$)
460, 19684, Extension by one, Extension by one of $459$
461, 19685, Extension by one, Extension by one of $460$
462, 19686, Extension by one, Extension by one of $461$
463, 19687, Extension by one, Extension by one of $462$
464, 19688, Extension by one, Extension by one of $463$
465, 19689, Extension by one, Extension by one of $464$
466, 19690, Extension by one, Extension by one of $465$
467, 19691, Extension by one, Extension by one of $466$
468, 19692, Extension by one, Extension by one of $467$
469, 19693, Extension by one, Extension by one of $468$
470, 19694, Extension by one, Extension by one of $469$
471, 19695, Extension by one, Extension by one of $470$
472, 19696, Extension by one, Extension by one of $471$
473, 19697, Extension by one, Extension by one of $472$
474, 19698, Extension by one, Extension by one of $473$
475, 19699, Extension by one, Extension by one of $474$
476, 19700, Extension by one, Extension by one of $475$
477, 19701, Extension by one, Extension by one of $476$
478, 19702, Extension by one, Extension by one of $477$
479, 19703, Extension by one, Extension by one of $478$
480, 19704, Extension by one, Extension by one of $479$
481, 19705, Extension by one, Extension by one of $480$
482, 19706, Extension by one, Extension by one of $481$
483, 19707, Extension by one, Extension by one of $482$
484, 19708, Extension by one, Extension by one of $483$
485, 19709, Extension by one, Extension by one of $484$
486, 19710, Extension by one, Extension by one of $485$
487, 19711, Extension by one, Extension by one of $486$
488, 19712, Extension by one, Extension by one of $487$
489, 19713, Extension by one, Extension by one of $488$
490, 19714, Extension by one, Extension by one of $489$
491, 19715, Extension by one, Extension by one of $490$
492, 19716, Extension by one, Extension by one of $491$
493, 24389, Reed-Solomon, RS($29^{1}$,$3$,$17$)
494, 24390, Extension by one, Extension by one of $493$
495, 24391, Extension by one, Extension by one of $494$
496, 24392, Extension by one, Extension by one of $495$
497, 24393, Extension by one, Extension by one of $496$
498, 24394, Extension by one, Extension by one of $497$
499, 24395, Extension by one, Extension by one of $498$
500, 24396, Extension by one, Extension by one of $499$
501, 24397, Extension by one, Extension by one of $500$
502, 24398, Extension by one, Extension by one of $501$
503, 24399, Extension by one, Extension by one of $502$
504, 24400, Extension by one, Extension by one of $503$
505, 24401, Extension by one, Extension by one of $504$
506, 24402, Extension by one, Extension by one of $505$
507, 24403, Extension by one, Extension by one of $506$
508, 24404, Extension by one, Extension by one of $507$
509, 24405, Extension by one, Extension by one of $508$
510, 24406, Extension by one, Extension by one of $509$
511, 24407, Extension by one, Extension by one of $510$
512, 24408, Extension by one, Extension by one of $511$
513, 24409, Extension by one, Extension by one of $512$
514, 24410, Extension by one, Extension by one of $513$
515, 24411, Extension by one, Extension by one of $514$
516, 24412, Extension by one, Extension by one of $515$
517, 24413, Extension by one, Extension by one of $516$
518, 24414, Extension by one, Extension by one of $517$
519, 24415, Extension by one, Extension by one of $518$
520, 24416, Extension by one, Extension by one of $519$
521, 24417, Extension by one, Extension by one of $520$
522, 24418, Extension by one, Extension by one of $521$
523, 24419, Extension by one, Extension by one of $522$
524, 24420, Extension by one, Extension by one of $523$
525, 24421, Extension by one, Extension by one of $524$
526, 24422, Extension by one, Extension by one of $525$
527, 29791, Reed-Solomon, RS($31^{1}$,$3$,$17$)
528, 29792, Extension by one, Extension by one of $527$
529, 29793, Extension by one, Extension by one of $528$
530, 29794, Extension by one, Extension by one of $529$
531, 29795, Extension by one, Extension by one of $530$
532, 29796, Extension by one, Extension by one of $531$
533, 29797, Extension by one, Extension by one of $532$
534, 29798, Extension by one, Extension by one of $533$
535, 29799, Extension by one, Extension by one of $534$
536, 29800, Extension by one, Extension by one of $535$
537, 29801, Extension by one, Extension by one of $536$
538, 29802, Extension by one, Extension by one of $537$
539, 29803, Extension by one, Extension by one of $538$
540, 29804, Extension by one, Extension by one of $539$
541, 29805, Extension by one, Extension by one of $540$
542, 29806, Extension by one, Extension by one of $541$
543, 29807, Extension by one, Extension by one of $542$
544, 32768, Reed-Solomon, RS($2^{5}$,$3$,$17$)
545, 32769, Extension by one, Extension by one of $544$
546, 32770, Extension by one, Extension by one of $545$
547, 32771, Extension by one, Extension by one of $546$
548, 32772, Extension by one, Extension by one of $547$
549, 32773, Extension by one, Extension by one of $548$
550, 32774, Extension by one, Extension by one of $549$
551, 32775, Extension by one, Extension by one of $550$
552, 32776, Extension by one, Extension by one of $551$
553, 32777, Extension by one, Extension by one of $552$
554, 32778, Extension by one, Extension by one of $553$
555, 32779, Extension by one, Extension by one of $554$
556, 32780, Extension by one, Extension by one of $555$
557, 32781, Extension by one, Extension by one of $556$
558, 32782, Extension by one, Extension by one of $557$
559, 32783, Extension by one, Extension by one of $558$
560, 32784, Extension by one, Extension by one of $559$
561, 32785, Extension by one, Extension by one of $560$
562, 32786, Extension by one, Extension by one of $561$
563, 32787, Extension by one, Extension by one of $562$
564, 32788, Extension by one, Extension by one of $563$
565, 32789, Extension by one, Extension by one of $564$
566, 32790, Extension by one, Extension by one of $565$
567, 32791, Extension by one, Extension by one of $566$
568, 32792, Extension by one, Extension by one of $567$
569, 32793, Extension by one, Extension by one of $568$
570, 32794, Extension by one, Extension by one of $569$
571, 32795, Extension by one, Extension by one of $570$
572, 32796, Extension by one, Extension by one of $571$
573, 32797, Extension by one, Extension by one of $572$
574, 32798, Extension by one, Extension by one of $573$
575, 32799, Extension by one, Extension by one of $574$
576, 32800, Extension by one, Extension by one of $575$
577, 32801, Extension by one, Extension by one of $576$
578, 32802, Extension by one, Extension by one of $577$
579, 32803, Extension by one, Extension by one of $578$
580, 32804, Extension by one, Extension by one of $579$
581, 32805, Extension by one, Extension by one of $580$
582, 32806, Extension by one, Extension by one of $581$
583, 32807, Extension by one, Extension by one of $582$
584, 32808, Extension by one, Extension by one of $583$
585, 32809, Extension by one, Extension by one of $584$
586, 32810, Extension by one, Extension by one of $585$
587, 32811, Extension by one, Extension by one of $586$
588, 32812, Extension by one, Extension by one of $587$
589, 32813, Extension by one, Extension by one of $588$
590, 32814, Extension by one, Extension by one of $589$
591, 32815, Extension by one, Extension by one of $590$
592, 32816, Extension by one, Extension by one of $591$
593, 32817, Extension by one, Extension by one of $592$
594, 32818, Extension by one, Extension by one of $593$
595, 32819, Extension by one, Extension by one of $594$
596, 32820, Extension by one, Extension by one of $595$
597, 32821, Extension by one, Extension by one of $596$
598, 32822, Extension by one, Extension by one of $597$
599, 32823, Extension by one, Extension by one of $598$
600, 32824, Extension by one, Extension by one of $599$
601, 32825, Extension by one, Extension by one of $600$
602, 32826, Extension by one, Extension by one of $601$
603, 32827, Extension by one, Extension by one of $602$
604, 32828, Extension by one, Extension by one of $603$
605, 32829, Extension by one, Extension by one of $604$
606, 32830, Extension by one, Extension by one of $605$
607, 32831, Extension by one, Extension by one of $606$
608, 32832, Extension by one, Extension by one of $607$
609, 32833, Extension by one, Extension by one of $608$
610, 32834, Extension by one, Extension by one of $609$
611, 32835, Extension by one, Extension by one of $610$
612, 32836, Extension by one, Extension by one of $611$
613, 32837, Extension by one, Extension by one of $612$
614, 32838, Extension by one, Extension by one of $613$
615, 32839, Extension by one, Extension by one of $614$
616, 32840, Extension by one, Extension by one of $615$
617, 32841, Extension by one, Extension by one of $616$
618, 32842, Extension by one, Extension by one of $617$
619, 32843, Extension by one, Extension by one of $618$
620, 32844, Extension by one, Extension by one of $619$
621, 32845, Extension by one, Extension by one of $620$
622, 32846, Extension by one, Extension by one of $621$
623, 32847, Extension by one, Extension by one of $622$
624, 32848, Extension by one, Extension by one of $623$
625, 390625, Reed-Solomon, RS($5^{2}$,$4$,$25$)
626, 390626, Extension by one, Extension by one of $625$
627, 390627, Extension by one, Extension by one of $626$
628, 390628, Extension by one, Extension by one of $627$
629, 390629, Extension by one, Extension by one of $628$
630, 390630, Extension by one, Extension by one of $629$
631, 390631, Extension by one, Extension by one of $630$
632, 390632, Extension by one, Extension by one of $631$
633, 390633, Extension by one, Extension by one of $632$
634, 390634, Extension by one, Extension by one of $633$
635, 390635, Extension by one, Extension by one of $634$
636, 390636, Extension by one, Extension by one of $635$
637, 390637, Extension by one, Extension by one of $636$
638, 390638, Extension by one, Extension by one of $637$
639, 390639, Extension by one, Extension by one of $638$
640, 390640, Extension by one, Extension by one of $639$
641, 390641, Extension by one, Extension by one of $640$
642, 390642, Extension by one, Extension by one of $641$
643, 390643, Extension by one, Extension by one of $642$
644, 390644, Extension by one, Extension by one of $643$
645, 390645, Extension by one, Extension by one of $644$
646, 390646, Extension by one, Extension by one of $645$
647, 390647, Extension by one, Extension by one of $646$
648, 390648, Extension by one, Extension by one of $647$
649, 390649, Extension by one, Extension by one of $648$
650, 390650, Extension by one, Extension by one of $649$
651, 390651, Extension by one, Extension by one of $650$
652, 390652, Extension by one, Extension by one of $651$
653, 390653, Extension by one, Extension by one of $652$
654, 390654, Extension by one, Extension by one of $653$
655, 390655, Extension by one, Extension by one of $654$
656, 390656, Extension by one, Extension by one of $655$
657, 390657, Extension by one, Extension by one of $656$
658, 390658, Extension by one, Extension by one of $657$
659, 390659, Extension by one, Extension by one of $658$
660, 390660, Extension by one, Extension by one of $659$
661, 390661, Extension by one, Extension by one of $660$
662, 390662, Extension by one, Extension by one of $661$
663, 390663, Extension by one, Extension by one of $662$
